datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp
2021/06/23 16:30:00,AQUA_M-T,Brasil,BAHIA,ANGICAL,Cerrado,,,,-11.906,-44.791,74
2021/06/23 16:30:00,AQUA_M-T,Brasil,BAHIA,SANTA RITA DE CASSIA,Cerrado,,,,-10.968,-44.543,497.6
2021/06/23 16:30:00,AQUA_M-T,Brasil,CEARA,QUIXERAMOBIM,Caatinga,,,,-5.324,-39.428,12.6
2021/06/23 16:30:00,AQUA_M-T,Brasil,BAHIA,SANTA RITA DE CASSIA,Cerrado,,,,-10.967,-44.533,64.4
2021/06/23 16:30:00,AQUA_M-T,Brasil,BAHIA,FORMOSA DO RIO PRETO,Cerrado,,,,-10.875,-46.133,13.1
2021/06/23 16:30:00,AQUA_M-T,Brasil,BAHIA,FORMOSA DO RIO PRETO,Cerrado,,,,-10.873,-46.121,122.4
2021/06/23 16:30:00,AQUA_M-T,Brasil,MATO GROSSO,NOVA XAVANTINA,Cerrado,,,,-14.33,-52.748,42.4
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,MATEIROS,Cerrado,,,,-10.446,-46.799,15.1
2021/06/23 16:30:00,AQUA_M-T,Brasil,BAHIA,FORMOSA DO RIO PRETO,Cerrado,,,,-10.872,-46.11,34.7
2021/06/23 16:30:00,AQUA_M-T,Brasil,MARANHAO,SENADOR ALEXANDRE COSTA,Cerrado,,,,-5.303,-43.876,18.7
2021/06/23 16:30:00,AQUA_M-T,Brasil,BAHIA,FORMOSA DO RIO PRETO,Cerrado,,,,-10.847,-45.319,14.9
2021/06/23 16:30:00,AQUA_M-T,Brasil,BAHIA,FORMOSA DO RIO PRETO,Cerrado,,,,-10.843,-45.363,13.6
2021/06/23 16:30:00,AQUA_M-T,Brasil,BAHIA,SANTA RITA DE CASSIA,Cerrado,,,,-10.692,-44.586,25.9
2021/06/23 16:30:00,AQUA_M-T,Brasil,MATO GROSSO,SANTA TEREZINHA,Amazonia,,,,-9.989,-50.522,27.3
2021/06/23 16:30:00,AQUA_M-T,Brasil,MARANHAO,SENADOR ALEXANDRE COSTA,Cerrado,,,,-5.302,-43.867,241
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,LIZARDA,Cerrado,,,,-9.815,-47.032,18.2
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,LIZARDA,Cerrado,,,,-9.805,-47.033,21.6
2021/06/23 16:30:00,AQUA_M-T,Brasil,MARANHAO,ALTO PARNAIBA,Cerrado,,,,-9.713,-45.975,10.1
2021/06/23 16:30:00,AQUA_M-T,Brasil,MATO GROSSO,CANARANA,Cerrado,,,,-13.647,-52.123,63.3
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,RIO SONO,Cerrado,,,,-9.685,-47.262,33.5
2021/06/23 16:30:00,AQUA_M-T,Brasil,MARANHAO,SENADOR ALEXANDRE COSTA,Cerrado,,,,-5.301,-43.858,111.6
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,RIO SONO,Cerrado,,,,-9.683,-47.248,56.1
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,RIO SONO,Cerrado,,,,-9.677,-47.257,168.6
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,RIO SONO,Cerrado,,,,-9.675,-47.244,61.1
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,RIO SONO,Cerrado,,,,-9.674,-47.263,24.3
2021/06/23 16:30:00,AQUA_M-T,Brasil,MARANHAO,SENADOR ALEXANDRE COSTA,Cerrado,,,,-5.293,-43.869,56.6
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,RIO SONO,Cerrado,,,,-9.672,-47.25,68
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,PIUM,Cerrado,,,,-9.331,-50.011,55.7
2021/06/23 16:30:00,AQUA_M-T,Brasil,PARA,SANTANA DO ARAGUAIA,Amazonia,,,,-9.316,-50.17,113.4
2021/06/23 16:30:00,AQUA_M-T,Brasil,MATO GROSSO,CANARANA,Cerrado,,,,-13.64,-52.153,36.6
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,MATEIROS,Cerrado,,,,-10.445,-46.787,307
2021/06/23 16:30:00,AQUA_M-T,Brasil,PARA,SANTANA DO ARAGUAIA,Amazonia,,,,-9.313,-50.148,111.2
2021/06/23 16:30:00,AQUA_M-T,Brasil,MARANHAO,SENADOR ALEXANDRE COSTA,Cerrado,,,,-5.292,-43.86,60.7
2021/06/23 16:30:00,AQUA_M-T,Brasil,PARA,SANTANA DO ARAGUAIA,Amazonia,,,,-9.31,-50.166,234.1
2021/06/23 16:30:00,AQUA_M-T,Brasil,PARA,SANTANA DO ARAGUAIA,Amazonia,,,,-9.307,-50.144,92.8
2021/06/23 16:30:00,AQUA_M-T,Brasil,PARA,SANTANA DO ARAGUAIA,Amazonia,,,,-9.302,-50.172,42.6
2021/06/23 16:30:00,AQUA_M-T,Brasil,PARA,SANTANA DO ARAGUAIA,Amazonia,,,,-9.299,-50.15,58.7
2021/06/23 16:30:00,AQUA_M-T,Brasil,MARANHAO,SAO JOAO DO SOTER,Cerrado,,,,-5.051,-43.795,9.5
2021/06/23 16:30:00,AQUA_M-T,Brasil,MARANHAO,ALTO PARNAIBA,Cerrado,,,,-9.222,-46.579,8.7
2021/06/23 16:30:00,AQUA_M-T,Brasil,MARANHAO,ALTO PARNAIBA,Cerrado,,,,-9.215,-46.585,27
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,PEDRO AFONSO,Cerrado,,,,-9.199,-47.9,12.4
2021/06/23 16:30:00,AQUA_M-T,Brasil,MARANHAO,SAO JOAO DO SOTER,Cerrado,,,,-5.014,-43.598,8
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,LAVANDEIRA,Cerrado,,,,-12.975,-46.318,51.2
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,MATEIROS,Cerrado,,,,-10.441,-46.794,275.1
2021/06/23 16:30:00,AQUA_M-T,Brasil,MATO GROSSO,SANTA CRUZ DO XINGU,Amazonia,,,,-10.113,-52.234,48.7
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,LAVANDEIRA,Cerrado,,,,-12.965,-46.319,53.3
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,TAGUATINGA,Cerrado,,,,-12.499,-46.256,25
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,MATEIROS,Cerrado,,,,-10.44,-46.781,408.9
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,CONCEICAO DO TOCANTINS,Cerrado,,,,-11.951,-47.257,60.7
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,MATEIROS,Cerrado,,,,-10.434,-46.788,172.1
2021/06/23 16:30:00,AQUA_M-T,Brasil,MATO GROSSO,SANTA CRUZ DO XINGU,Amazonia,,,,-10.11,-52.764,56.8
2021/06/23 16:30:00,AQUA_M-T,Brasil,MATO GROSSO,QUERENCIA,Amazonia,,,,-11.938,-52.765,67.4
2021/06/23 16:30:00,AQUA_M-T,Brasil,SAO PAULO,LIMEIRA,Cerrado,,,,-22.516,-47.37,23.2
2021/06/23 16:30:00,AQUA_M-T,Brasil,MATO GROSSO,QUERENCIA,Amazonia,,,,-11.935,-52.773,73.2
2021/06/23 16:30:00,AQUA_M-T,Brasil,MINAS GERAIS,ATALEIA,Mata Atlantica,,,,-18.251,-41.217,4.4
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,MATEIROS,Cerrado,,,,-10.432,-46.776,51.2
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,ARAGUACEMA,Cerrado,,,,-8.942,-49.392,29.1
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,CONCEICAO DO TOCANTINS,Cerrado,,,,-11.903,-47.147,11
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,DOIS IRMAOS DO TOCANTINS,Cerrado,,,,-8.938,-49.38,18.3
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,GOIANORTE,Cerrado,,,,-8.915,-49.172,60.6
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,CONCEICAO DO TOCANTINS,Cerrado,,,,-11.901,-47.133,36.5
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,GOIANORTE,Cerrado,,,,-8.913,-49.154,86.9
2021/06/23 16:30:00,AQUA_M-T,Brasil,MATO GROSSO,PEIXOTO DE AZEVEDO,Amazonia,,,,-10.398,-53.49,58.4
2021/06/23 16:30:00,AQUA_M-T,Brasil,MATO GROSSO,SANTA CRUZ DO XINGU,Amazonia,,,,-10.109,-52.201,796.6
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,GOIANORTE,Cerrado,,,,-8.909,-49.161,118.2
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,DIANOPOLIS,Cerrado,,,,-11.89,-47.134,13.6
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,GUARAI,Cerrado,,,,-8.82,-48.49,13.5
2021/06/23 16:30:00,AQUA_M-T,Brasil,PARA,CONCEICAO DO ARAGUAIA,Amazonia,,,,-8.636,-49.755,42.7
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,NOVO JARDIM,Cerrado,,,,-11.749,-46.582,18.9
2021/06/23 16:30:00,AQUA_M-T,Brasil,PARA,CONCEICAO DO ARAGUAIA,Amazonia,,,,-8.635,-49.748,41.3
2021/06/23 16:30:00,AQUA_M-T,Brasil,MATO GROSSO,PEIXOTO DE AZEVEDO,Amazonia,,,,-10.397,-53.498,63.1
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,RECURSOLANDIA,Cerrado,,,,-8.632,-47.259,22.2
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,NOVO JARDIM,Cerrado,,,,-11.739,-46.583,18.1
2021/06/23 16:30:00,AQUA_M-T,Brasil,MARANHAO,BALSAS,Cerrado,,,,-8.493,-46.309,39.5
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,PRESIDENTE KENNEDY,Amazonia,,,,-8.465,-48.657,17.1
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,RIO DA CONCEICAO,Cerrado,,,,-11.38,-46.722,16
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,TUPIRATINS,Cerrado,,,,-8.297,-48.171,12.6
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,MATEIROS,Cerrado,,,,-10.316,-46.67,11.9
2021/06/23 16:30:00,AQUA_M-T,Brasil,MATO GROSSO,SANTA CRUZ DO XINGU,Amazonia,,,,-10.101,-52.206,578.2
2021/06/23 16:30:00,AQUA_M-T,Brasil,MARANHAO,BALSAS,Cerrado,,,,-8.04,-45.82,29.6
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,LAGOA DA CONFUSAO,Cerrado,,,,-11.255,-49.997,27.2
2021/06/23 16:30:00,AQUA_M-T,Brasil,MARANHAO,RIACHAO,Cerrado,,,,-7.77,-46.753,16.2
2021/06/23 16:30:00,AQUA_M-T,Brasil,MARANHAO,CAROLINA,Cerrado,,,,-7.75,-47.142,49.6
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,LAGOA DA CONFUSAO,Cerrado,,,,-11.252,-49.975,32.9
2021/06/23 16:30:00,AQUA_M-T,Brasil,MARANHAO,CAROLINA,Cerrado,,,,-7.748,-47.13,19.7
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,PIUM,Cerrado,,,,-10.261,-50.166,130.9
2021/06/23 16:30:00,AQUA_M-T,Brasil,MARANHAO,SAO FELIX DE BALSAS,Cerrado,,,,-7.037,-44.88,11
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,ALMAS,Cerrado,,,,-11.238,-47.305,9.7
2021/06/23 16:30:00,AQUA_M-T,Brasil,MARANHAO,PASTOS BONS,Cerrado,,,,-6.752,-44.427,217.7
2021/06/23 16:30:00,AQUA_M-T,Brasil,MARANHAO,PASTOS BONS,Cerrado,,,,-6.751,-44.418,33
2021/06/23 16:30:00,AQUA_M-T,Brasil,MATO GROSSO,SAO FELIX DO ARAGUAIA,Amazonia,,,,-11.146,-52.144,41.3
2021/06/23 16:30:00,AQUA_M-T,Brasil,MARANHAO,PASTOS BONS,Cerrado,,,,-6.743,-44.429,73.2
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,PIUM,Cerrado,,,,-10.258,-50.143,45.7
2021/06/23 16:30:00,AQUA_M-T,Brasil,MATO GROSSO,SANTA CRUZ DO XINGU,Amazonia,,,,-10.097,-52.174,51.5
2021/06/23 16:30:00,AQUA_M-T,Brasil,MARANHAO,MIRADOR,Cerrado,,,,-6.377,-45.159,19.6
2021/06/23 16:30:00,AQUA_M-T,Brasil,MATO GROSSO,CANABRAVA DO NORTE,Amazonia,,,,-11.142,-52.111,61.8
2021/06/23 16:30:00,AQUA_M-T,Brasil,MARANHAO,CAMPESTRE DO MARANHAO,Cerrado,,,,-6.227,-47.107,12
2021/06/23 16:30:00,AQUA_M-T,Brasil,MARANHAO,GRAJAU,Cerrado,,,,-6.062,-45.723,6.4
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,LAGOA DA CONFUSAO,Cerrado,,,,-11.064,-50.033,25.4
2021/06/23 16:30:00,AQUA_M-T,Brasil,MARANHAO,MIRADOR,Cerrado,,,,-6.058,-44.466,4.6
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,PIUM,Cerrado,,,,-10.254,-50.171,54.8
2021/06/23 16:30:00,AQUA_M-T,Brasil,MARANHAO,BARRA DO CORDA,Cerrado,,,,-5.722,-45.078,11.7
2021/06/23 16:30:00,AQUA_M-T,Brasil,MATO GROSSO,SAO JOSE DO XINGU,Amazonia,,,,-11.026,-52.477,54
2021/06/23 16:30:00,AQUA_M-T,Brasil,MARANHAO,BARRA DO CORDA,Cerrado,,,,-5.713,-45.08,24.7
2021/06/23 16:30:00,AQUA_M-T,Brasil,MARANHAO,AMARANTE DO MARANHAO,Cerrado,,,,-5.612,-46.438,8.6
2021/06/23 16:30:00,AQUA_M-T,Brasil,MATO GROSSO,SAO JOSE DO XINGU,Amazonia,,,,-11.009,-52.52,52.8
2021/06/23 16:30:00,AQUA_M-T,Brasil,PIAUI,ITAUEIRA,Cerrado,,,,-7.422,-43.254,13.5
2021/06/23 16:30:00,AQUA_M-T,Brasil,PIAUI,ITAUEIRA,Cerrado,,,,-7.413,-43.256,11.3
2021/06/23 16:30:00,AQUA_M-T,Brasil,PIAUI,ITAUEIRA,Cerrado,,,,-7.407,-43.275,20.4
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,PIUM,Cerrado,,,,-10.251,-50.149,64.7
2021/06/23 16:30:00,AQUA_M-T,Brasil,PIAUI,ITAUEIRA,Caatinga,,,,-7.403,-43.248,21.7
2021/06/23 16:30:00,AQUA_M-T,Brasil,MARANHAO,AMARANTE DO MARANHAO,Cerrado,,,,-5.479,-46.727,11.9
2021/06/23 16:30:00,AQUA_M-T,Brasil,MATO GROSSO,SAO JOSE DO XINGU,Amazonia,,,,-10.998,-52.492,70
2021/06/23 16:30:00,AQUA_M-T,Brasil,PIAUI,LANDRI SALES,Cerrado,,,,-7.367,-44.028,7.7
2021/06/23 16:30:00,AQUA_M-T,Brasil,PIAUI,FLORIANO,Caatinga,,,,-7.28,-43.223,11.3
2021/06/23 16:30:00,AQUA_M-T,Brasil,PIAUI,JERUMENHA,Cerrado,,,,-7.188,-43.675,19.2
2021/06/23 16:30:00,AQUA_M-T,Brasil,PIAUI,JERUMENHA,Cerrado,,,,-7.141,-43.669,12.1
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,SANTA RITA DO TOCANTINS,Cerrado,,,,-10.95,-49.74,52.5
2021/06/23 16:30:00,AQUA_M-T,Brasil,PIAUI,JERUMENHA,Cerrado,,,,-7.14,-43.66,8.7
2021/06/23 16:30:00,AQUA_M-T,Brasil,PIAUI,JERUMENHA,Caatinga,,,,-7.056,-43.333,13.9
2021/06/23 16:30:00,AQUA_M-T,Brasil,PIAUI,MARCOS PARENTE,Cerrado,,,,-7.052,-43.817,12.3
2021/06/23 16:30:00,AQUA_M-T,Brasil,MATO GROSSO,SANTA CRUZ DO XINGU,Amazonia,,,,-10.134,-52.571,477.1
2021/06/23 16:30:00,AQUA_M-T,Brasil,PIAUI,JERUMENHA,Caatinga,,,,-7.049,-43.343,17.3
2021/06/23 16:30:00,AQUA_M-T,Brasil,MATO GROSSO,SAO JOSE DO XINGU,Amazonia,,,,-10.499,-52.798,130.5
2021/06/23 16:30:00,AQUA_M-T,Brasil,PIAUI,JERUMENHA,Caatinga,,,,-7.047,-43.334,17.3
2021/06/23 16:30:00,AQUA_M-T,Brasil,PIAUI,JERUMENHA,Caatinga,,,,-7.017,-43.382,35.6
2021/06/23 16:30:00,AQUA_M-T,Brasil,PIAUI,JERUMENHA,Caatinga,,,,-7.015,-43.373,15.5
2021/06/23 16:30:00,AQUA_M-T,Brasil,PIAUI,FLORIANO,Caatinga,,,,-6.898,-43.257,7.1
2021/06/23 16:30:00,AQUA_M-T,Brasil,MATO GROSSO,SAO JOSE DO XINGU,Amazonia,,,,-10.478,-52.763,189.7
2021/06/23 16:30:00,AQUA_M-T,Brasil,GOIAS,RIO VERDE,Cerrado,,,,-17.74,-51.074,65.9
2021/06/23 16:30:00,AQUA_M-T,Brasil,PIAUI,FLORIANO,Caatinga,,,,-6.892,-43.212,69.4
2021/06/23 16:30:00,AQUA_M-T,Brasil,GOIAS,RIO VERDE,Cerrado,,,,-17.73,-51.071,36.7
2021/06/23 16:30:00,AQUA_M-T,Brasil,GOIAS,ACREUNA,Cerrado,,,,-17.562,-50.53,43.6
2021/06/23 16:30:00,AQUA_M-T,Brasil,MINAS GERAIS,SETUBINHA,Mata Atlantica,,,,-17.552,-42.19,46.6
2021/06/23 16:30:00,AQUA_M-T,Brasil,MINAS GERAIS,SETUBINHA,Mata Atlantica,,,,-17.551,-42.181,16.6
2021/06/23 16:30:00,AQUA_M-T,Brasil,PIAUI,FLORIANO,Caatinga,,,,-6.86,-42.811,28.5
2021/06/23 16:30:00,AQUA_M-T,Brasil,MINAS GERAIS,PIRAPORA,Cerrado,,,,-17.304,-44.858,18.3
2021/06/23 16:30:00,AQUA_M-T,Brasil,MINAS GERAIS,PARACATU,Cerrado,,,,-17.181,-47.227,16.1
2021/06/23 16:30:00,AQUA_M-T,Brasil,GOIAS,PIRES DO RIO,Cerrado,,,,-17.173,-48.422,19.9
2021/06/23 16:30:00,AQUA_M-T,Brasil,GOIAS,GOIANIA,Cerrado,,,,-16.767,-49.37,28.9
2021/06/23 16:30:00,AQUA_M-T,Brasil,MARANHAO,PASSAGEM FRANCA,Cerrado,,,,-6.237,-43.591,17.3
2021/06/23 16:30:00,AQUA_M-T,Brasil,GOIAS,GOIANIA,Cerrado,,,,-16.76,-49.353,21.7
2021/06/23 16:30:00,AQUA_M-T,Brasil,MINAS GERAIS,RUBIM,Mata Atlantica,,,,-16.408,-40.566,8.7
2021/06/23 16:30:00,AQUA_M-T,Brasil,MATO GROSSO,SANTA CRUZ DO XINGU,Amazonia,,,,-10.131,-52.537,48.4
2021/06/23 16:30:00,AQUA_M-T,Brasil,MINAS GERAIS,PEDRA AZUL,Mata Atlantica,,,,-16.132,-41.254,18.1
2021/06/23 16:30:00,AQUA_M-T,Brasil,GOIAS,JARAGUA,Cerrado,,,,-15.724,-49.515,21.2
2021/06/23 16:30:00,AQUA_M-T,Brasil,MARANHAO,PASSAGEM FRANCA,Cerrado,,,,-6.039,-43.876,7.8
2021/06/23 16:30:00,AQUA_M-T,Brasil,GOIAS,JARAGUA,Cerrado,,,,-15.722,-49.49,27.2
2021/06/23 16:30:00,AQUA_M-T,Brasil,GOIAS,JARAGUA,Cerrado,,,,-15.717,-49.498,39.8
2021/06/23 16:30:00,AQUA_M-T,Brasil,MINAS GERAIS,MATO VERDE,Cerrado,,,,-15.348,-42.93,7.2
2021/06/23 16:30:00,AQUA_M-T,Brasil,GOIAS,ITAPACI,Cerrado,,,,-15.022,-49.72,33.3
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,CONCEICAO DO TOCANTINS,Cerrado,,,,-11.94,-47.259,15.9
2021/06/23 16:30:00,AQUA_M-T,Brasil,MARANHAO,PARNARAMA,Cerrado,,,,-5.667,-43.524,19.4
2021/06/23 16:30:00,AQUA_M-T,Brasil,TOCANTINS,MATEIROS,Cerrado,,,,-10.45,-46.779,56.6
2021/06/23 16:30:00,AQUA_M-T,Brasil,GOIAS,ITAPACI,Cerrado,,,,-15.015,-49.703,19.8
2021/06/23 16:35:00,AQUA_M-T,Brasil,PARA,MOJU,Amazonia,,,,-2.726,-49.298,13
2021/06/23 16:35:00,AQUA_M-T,Brasil,MARANHAO,MARACACUME,Amazonia,,,,-2.038,-46.013,12.1
2021/06/23 16:35:00,AQUA_M-T,Brasil,PARA,SALVATERRA,Amazonia,,,,-0.8,-48.566,7.7
2021/06/23 16:35:00,AQUA_M-T,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,,,,-4.422,-43.257,51.2
2021/06/23 16:35:00,AQUA_M-T,Brasil,MARANHAO,BURITI,Cerrado,,,,-3.937,-43.074,11.9
2021/06/23 16:35:00,AQUA_M-T,Brasil,MARANHAO,BURITI,Cerrado,,,,-3.927,-43.075,142.7
2021/06/23 16:35:00,AQUA_M-T,Brasil,MARANHAO,BREJO,Cerrado,,,,-3.647,-42.981,14.9
2021/06/23 16:35:00,AQUA_M-T,Brasil,MARANHAO,BREJO,Cerrado,,,,-3.645,-42.972,15.5
2021/06/23 16:35:00,AQUA_M-T,Brasil,MARANHAO,SANTA QUITERIA DO MARANHAO,Cerrado,,,,-3.383,-42.758,10.1
2021/06/23 16:35:00,AQUA_M-T,Brasil,MARANHAO,TUTOIA,Cerrado,,,,-3.134,-42.674,20.1
2021/06/23 16:35:00,AQUA_M-T,Brasil,MARANHAO,TUTOIA,Cerrado,,,,-2.831,-42.258,10.4
2021/06/23 16:35:00,AQUA_M-T,Brasil,PARA,SAO DOMINGOS DO ARAGUAIA,Amazonia,,,,-5.555,-48.807,11.8
2021/06/23 16:35:00,AQUA_M-T,Brasil,MARANHAO,AMAPA DO MARANHAO,Amazonia,,,,-1.662,-46.025,4.7
2021/06/23 16:35:00,AQUA_M-T,Brasil,MARANHAO,LAGOA GRANDE DO MARANHAO,Cerrado,,,,-4.897,-45.286,7.1
2021/06/23 16:35:00,AQUA_M-T,Brasil,MARANHAO,BURITICUPU,Amazonia,,,,-4.367,-46.289,16.9
2021/06/23 16:35:00,AQUA_M-T,Brasil,PARA,ULIANOPOLIS,Amazonia,,,,-3.721,-47.794,14.8
2021/06/23 16:35:00,AQUA_M-T,Brasil,MARANHAO,MONCAO,Amazonia,,,,-3.464,-45.367,6.2
2021/06/23 16:35:00,AQUA_M-T,Brasil,MARANHAO,MONCAO,Amazonia,,,,-3.365,-45.323,5.6
2021/06/23 16:35:00,AQUA_M-T,Brasil,MARANHAO,ANAJATUBA,Amazonia,,,,-3.35,-44.631,6.2
2021/06/23 16:35:00,AQUA_M-T,Brasil,MARANHAO,PENALVA,Amazonia,,,,-3.227,-45.189,12.8
2021/06/23 16:35:00,AQUA_M-T,Brasil,PARA,VISEU,Amazonia,,,,-1.303,-46.348,7.4
2021/06/23 16:35:00,AQUA_M-T,Brasil,MARANHAO,SAO BENTO,Amazonia,,,,-2.76,-44.887,5.2
2021/06/23 16:35:00,AQUA_M-T,Brasil,MARANHAO,SANTANA DO MARANHAO,Cerrado,,,,-3.138,-42.536,9.8
2021/06/23 16:35:00,AQUA_M-T,Brasil,MARANHAO,SAO BERNARDO,Cerrado,,,,-3.158,-42.276,6.6
2021/06/23 16:35:00,AQUA_M-T,Brasil,MARANHAO,SANTA QUITERIA DO MARANHAO,Cerrado,,,,-3.382,-42.749,8.3
